年度期別,縣市別,社區大學名稱,課程名稱,課程教師
108年第1期,臺北市,臺北市士林社區大學,士林社區大學國樂團,吳三奇等
108年第1期,臺北市,臺北市士林社區大學,絲竹樂揚中國笛,施雅玲
108年第1期,臺北市,臺北市士林社區大學,彈撥律動美樂,劉芛華
108年第1期,臺北市,臺北市士林社區大學,風華國樂－打擊樂,李嬥筠
108年第1期,臺北市,臺北市士林社區大學,二胡聲韻之美,賴品蓁
108年第1期,臺北市,臺北市士林社區大學,流行古箏入門,朱玫茵
108年第1期,臺北市,臺北市士林社區大學,士林植物義診服務社,林慶祥
108年第1期,臺北市,臺北市士林社區大學,拈花惹草生活園藝研習,李家發
108年第1期,臺北市,臺北市士林社區大學,淡彩士林美學,古雅仁
108年第1期,臺北市,臺北市士林社區大學,書法藝術研習,潘慶忠
108年第1期,臺北市,臺北市士林社區大學,芝蘭影像拍趴走－用手機拍出好照片(基礎),陳高錞
108年第1期,臺北市,臺北市士林社區大學,芝蘭影像拍趴走－用手機拍出好照片(進階),陳高錞
108年第1期,臺北市,臺北市士林社區大學,溼地生態保育,陳德鴻
108年第1期,臺北市,臺北市士林社區大學,蘋果烏克家族－烏克麗麗社區服務培訓,張國霖等
108年第1期,臺北市,臺北市士林社區大學,茶道藝術－人文敬老志工培訓,涂國瑞
108年第1期,臺北市,臺北市士林社區大學,社區愛樂合唱團,蘇麗文
108年第1期,臺北市,臺北市士林社區大學,基礎志工培訓,陳亦純
108年第1期,臺北市,臺北市士林社區大學,校務志工培訓,陳亦純
108年第1期,臺北市,臺北市士林社區大學,溼地保育志工社,陳德鴻
108年第1期,臺北市,臺北市士林社區大學,茶道藝術社區服務培訓,涂國瑞
108年第1期,臺北市,臺北市士林社區大學,愛國樂社區展演團訓,吳三奇
108年第1期,臺北市,臺北市士林社區大學,英語社區導覽,李岱芸
108年第1期,臺北市,臺北市士林社區大學,淡彩速寫輕鬆畫,古雅仁
108年第1期,臺北市,臺北市士林社區大學,色鉛筆素描輕鬆畫(A班),古雅仁
108年第1期,臺北市,臺北市士林社區大學,色鉛筆素描輕鬆畫(B班),古雅仁
108年第1期,臺北市,臺北市士林社區大學,Zentangle 禪繞心藝術,張婉琪
108年第1期,臺北市,臺北市士林社區大學,靜心曼陀羅,張婉琪
108年第1期,臺北市,臺北市士林社區大學,輕鬆畫工筆花鳥,劉正發
108年第1期,臺北市,臺北市士林社區大學,中華花藝,張秀美
108年第1期,臺北市,臺北市士林社區大學,服裝設計與打版製作(基礎）,洪淑菲
108年第1期,臺北市,臺北市士林社區大學,服裝設計與打版製作(進階),洪淑菲
108年第1期,臺北市,臺北市士林社區大學,臺灣飛針繡－亂針繪繡,鄒吾彥等
108年第1期,臺北市,臺北市士林社區大學,服裝設計與時尚美學,陳宏美
108年第1期,臺北市,臺北市士林社區大學,快樂玩木工－木榫板凳,廖建宏
108年第1期,臺北市,臺北市士林社區大學,植物染文創手作,王昭華
108年第1期,臺北市,臺北市士林社區大學,金屬線創意飾品藝術,林婷華
108年第1期,臺北市,臺北市士林社區大學,創意速寫手繪趣,鐘婉綺
108年第1期,臺北市,臺北市士林社區大學,花神降臨－不凋花藝創作,林霈婕
108年第1期,臺北市,臺北市士林社區大學,烏克麗麗好好玩(基礎),張凱棠
108年第1期,臺北市,臺北市士林社區大學,烏克麗麗彈唱(初階),張國霖
108年第1期,臺北市,臺北市士林社區大學,二胡流行樂曲輕鬆學,吳三奇
108年第1期,臺北市,臺北市士林社區大學,薩克斯風(中級),黃珮涵
108年第1期,臺北市,臺北市士林社區大學,卡拉OK輕鬆唱(A班),何樺
108年第1期,臺北市,臺北市士林社區大學,卡拉OK輕鬆唱(B班),何樺
108年第1期,臺北市,臺北市士林社區大學,卡拉OK輕鬆唱(C班),何樺
108年第1期,臺北市,臺北市士林社區大學,歡樂卡拉OK歡唱,丘世瑤
108年第1期,臺北市,臺北市士林社區大學,快樂唱卡拉,喬兆華
108年第1期,臺北市,臺北市士林社區大學,攝影藝術與創作(初階上),賴吉欽
108年第1期,臺北市,臺北市士林社區大學,攝影藝術與創作(初階下),賴吉欽
108年第1期,臺北市,臺北市士林社區大學,攝影藝術與創作(中階下),賴吉欽
108年第1期,臺北市,臺北市士林社區大學,體適能健身,林婉淑
108年第1期,臺北市,臺北市士林社區大學,瑜珈＆彼拉提斯(A班),李燕秋
108年第1期,臺北市,臺北市士林社區大學,瑜珈＆彼拉提斯(B班),李燕秋
108年第1期,臺北市,臺北市士林社區大學,瑜珈－改變體質有一套(A班),潘姿余
108年第1期,臺北市,臺北市士林社區大學,瑜珈－改變體質有一套(B班),潘姿余
108年第1期,臺北市,臺北市士林社區大學,體適能律動活力瑜珈(A班),施子胤
108年第1期,臺北市,臺北市士林社區大學,體適能律動活力瑜珈(B班),施子胤
108年第1期,臺北市,臺北市士林社區大學,瑜珈(中級),田慧玲
108年第1期,臺北市,臺北市士林社區大學,健康排舞(基礎),賴麗玉
108年第1期,臺北市,臺北市士林社區大學,健康排舞(進階),王朱貝
108年第1期,臺北市,臺北市士林社區大學,創意MV簡易流行舞,周淑芳
108年第1期,臺北市,臺北市士林社區大學,Zumba流行舞蹈,陳淑誼
108年第1期,臺北市,臺北市士林社區大學,韓風流行MV,姜雨婷等
108年第1期,臺北市,臺北市士林社區大學,中東融合風肚皮舞,孫于婷
108年第1期,臺北市,臺北市士林社區大學,塑身肚皮舞,郭紫柔
108年第1期,臺北市,臺北市士林社區大學,肚皮流行熱舞,劉湘湘
108年第1期,臺北市,臺北市士林社區大學,拉丁瘦身舞蹈(A班),劉湘湘
108年第1期,臺北市,臺北市士林社區大學,拉丁瘦身舞蹈(B班),劉湘湘
108年第1期,臺北市,臺北市士林社區大學,MV流行舞蹈,劉湘湘
108年第1期,臺北市,臺北市士林社區大學,成人芭蕾,李艾倩
108年第1期,臺北市,臺北市士林社區大學,成人芭蕾基礎,周燕琳
108年第1期,臺北市,臺北市士林社區大學,國際標準舞(初階)－恰恰、倫巴,伍玉華
108年第1期,臺北市,臺北市士林社區大學,國際標準舞(中階)－英式探戈、森巴,伍玉華
108年第1期,臺北市,臺北市士林社區大學,國際標準舞(進階)－華爾滋、鬥牛舞,伍玉華
108年第1期,臺北市,臺北市士林社區大學,遠離腰酸背痛－復健核心運動,陳芬妮
108年第1期,臺北市,臺北市士林社區大學,華佗五禽之戲－養生氣功導引術,陳鏗秦
108年第1期,臺北市,臺北市士林社區大學,輕鬆學太極(初階),楊文玲
108年第1期,臺北市,臺北市士林社區大學,輕鬆學太極(二),楊文玲
108年第1期,臺北市,臺北市士林社區大學,鄭子簡易太極拳,盧常仁等
108年第1期,臺北市,臺北市士林社區大學,鄭子簡易太極拳(進階),盧常仁等
108年第1期,臺北市,臺北市士林社區大學,健康快樂外丹功,黃文林
108年第1期,臺北市,臺北市士林社區大學,大臺北步道行,邱顯成
108年第1期,臺北市,臺北市士林社區大學,台灣旅行學,馬繼康
108年第1期,臺北市,臺北市士林社區大學,投資分析與技術指標應用,阮呂創義
108年第1期,臺北市,臺北市士林社區大學,投資分析與技術指標應用(進階),阮呂創義
108年第1期,臺北市,臺北市士林社區大學,不動產買賣與投資,張欣民
108年第1期,臺北市,臺北市士林社區大學,歐式經典美食在我家,陳亮萌
108年第1期,臺北市,臺北市士林社區大學,春夏養生料理,周承俊
108年第1期,臺北市,臺北市士林社區大學,西點烘焙入門,陳妍希
108年第1期,臺北市,臺北市士林社區大學,和風美味在家做,簡瑩華
108年第1期,臺北市,臺北市士林社區大學,從50音學日語,田村圭介
108年第1期,臺北市,臺北市士林社區大學,基礎日語(二),周雅玲
108年第1期,臺北市,臺北市士林社區大學,基礎日語(二),林紋守
108年第1期,臺北市,臺北市士林社區大學,基礎日語(三),林冠汝
108年第1期,臺北市,臺北市士林社區大學,基礎日語(四),周雅玲
108年第1期,臺北市,臺北市士林社區大學,基礎日語(五),林紋守
108年第1期,臺北市,臺北市士林社區大學,日語實用會話8,郭心華
108年第1期,臺北市,臺北市士林社區大學,日語基礎及卡拉OK入門,白川秀明
108年第1期,臺北市,臺北市士林社區大學,歡唱優美日本演歌,紀慶輝等
108年第1期,臺北市,臺北市士林社區大學,進階日語(六),劉吉程
108年第1期,臺北市,臺北市士林社區大學,日語會話(十八),郭心華
108年第1期,臺北市,臺北市士林社區大學,日語文法解讀,劉吉程
108年第1期,臺北市,臺北市士林社區大學,日語聽讀練習,楊錦昌
108年第1期,臺北市,臺北市士林社區大學,美語發音 Easy Learn(A班),張維倫
108年第1期,臺北市,臺北市士林社區大學,美語發音 Easy Learn(B班),張維倫
108年第1期,臺北市,臺北市士林社區大學,唱歌學美語,邱珮瑛
108年第1期,臺北市,臺北市士林社區大學,FUN唱美語輕鬆學,張維倫
108年第1期,臺北市,臺北市士林社區大學,食衣住行英語通(一),張維倫
108年第1期,臺北市,臺北市士林社區大學,食衣住行英語通(三),張維倫
108年第1期,臺北市,臺北市士林社區大學,用英語去旅行(基礎),張維倫
108年第1期,臺北市,臺北市士林社區大學,用英語去旅行(二),張維倫
108年第1期,臺北市,臺北市士林社區大學,觀光生活美語(二),邱珮瑛
108年第1期,臺北市,臺北市士林社區大學,English conversation(intermediate),Kim Phillips
108年第1期,臺北市,臺北市士林社區大學,手機平板智慧應用(初階),王穎聰
108年第1期,臺北市,臺北市士林社區大學,電腦文書處理及簡報製作實務應用,趙傑
108年第1期,臺北市,臺北市士林社區大學,數位影音創作從頭學,呂家賢
108年第1期,臺北市,臺北市士林社區大學,錄唱玩電腦－K歌出唱片,劉炫壕
108年第1期,臺北市,臺北市士林社區大學,數位影像彩粧(初階),陳俊男
108年第1期,臺北市,臺北市士林社區大學,數位影像彩粧(高階),陳俊男
108年第1期,臺北市,臺北市士林社區大學,芝蘭影像拍趴走－用手機拍出好照片(基礎)(A班),陳高錞
108年第1期,臺北市,臺北市士林社區大學,芝蘭影像拍趴走－用手機拍出好照片(基礎)(B班),陳高錞
108年第1期,臺北市,臺北市士林社區大學,蘋果烏克家族－烏克麗麗社區服務培訓,張國霖等
108年第1期,臺北市,臺北市士林社區大學,創意速寫手繪趣,鐘婉綺
108年第1期,臺北市,臺北市士林社區大學,卡拉OK輕鬆唱(A班),何樺
108年第1期,臺北市,臺北市士林社區大學,卡拉OK輕鬆唱(B班),何樺
108年第1期,臺北市,臺北市士林社區大學,卡拉OK輕鬆唱(C班),何樺
108年第1期,臺北市,臺北市士林社區大學,歡樂卡拉OK歡唱,丘世瑤
108年第1期,臺北市,臺北市士林社區大學,快樂唱卡拉,喬兆華
108年第1期,臺北市,臺北市士林社區大學,烏克麗麗好好玩(基礎),張凱棠
108年第1期,臺北市,臺北市士林社區大學,烏克麗麗彈唱(初階),張國霖
108年第1期,臺北市,臺北市士林社區大學,創意MV簡易流行舞,周淑芳
108年第1期,臺北市,臺北市士林社區大學,瑜珈＆彼拉提斯(A班),李燕秋
108年第1期,臺北市,臺北市士林社區大學,瑜珈＆彼拉提斯(B班),李燕秋
108年第1期,臺北市,臺北市士林社區大學,瑜珈－改變體質有一套(A班),潘姿余
108年第1期,臺北市,臺北市士林社區大學,瑜珈－改變體質有一套(B班),潘姿余
108年第1期,臺北市,臺北市士林社區大學,體適能律動活力瑜珈,施子胤
108年第1期,臺北市,臺北市士林社區大學,塑身肚皮舞,郭紫柔
108年第1期,臺北市,臺北市士林社區大學,中東融合風肚皮舞,孫于婷
108年第1期,臺北市,臺北市士林社區大學,拉丁ZUMBA瘦身舞蹈,劉湘湘等
108年第1期,臺北市,臺北市士林社區大學,MV 流行舞蹈,劉湘湘等
108年第1期,臺北市,臺北市士林社區大學,拉丁肚皮舞蹈,劉湘湘等
108年第1期,臺北市,臺北市士林社區大學,成人芭蕾,李艾倩等
108年第1期,臺北市,臺北市士林社區大學,Zumba流行舞蹈,陳淑誼
108年第1期,臺北市,臺北市士林社區大學,國際標準舞—恰恰,伍玉華
108年第1期,臺北市,臺北市士林社區大學,國際標準舞—森巴,伍玉華
108年第1期,臺北市,臺北市士林社區大學,美語發音Easy Learn,張維倫
108年第1期,臺北市,臺北市士林社區大學,歡唱日語,郭心華
108年第1期,臺北市,臺北市士林社區大學,選股及操作實務(A班),林銘村
108年第1期,臺北市,臺北市士林社區大學,選股及操作實務(B班),林銘村
108年第1期,臺北市,臺北市士林社區大學,投資分析與技術指標應用,阮呂創義等
108年第1期,臺北市,臺北市士林社區大學,投資分析與技術指標應用(進階),阮呂創義等
108年第1期,臺北市,臺北市士林社區大學,PowerPoint動畫影音簡報製作速學,趙傑
108年第1期,臺北市,臺北市士林社區大學,美味年菜健康煮,周承俊
108年第1期,臺北市,臺北市士林社區大學,歐式年菜健康吃,陳亮萌
108年第1期,臺北市,臺北市士林社區大學,蛋糕點心烘焙,洪唯軒
108年第1期,臺中市,臺中市大屯社區大學,人文生態解說員培訓1,謝賢坤
108年第1期,臺中市,臺中市大屯社區大學,日語會話基礎3,林美娟
108年第1期,臺中市,臺中市大屯社區大學,有趣英語自然發音班,張嘉峰
108年第1期,臺中市,臺中市大屯社區大學,英文生活會話發音、說寫基礎班,蔡廷陽
108年第1期,臺中市,臺中市大屯社區大學,日文開口說-五十音,吳維臻
108年第1期,臺中市,臺中市大屯社區大學,中草藥之養生保健面面觀(進階),周學駿
108年第1期,臺中市,臺中市大屯社區大學,Android智慧手機應用基礎班,謝序昌
108年第1期,臺中市,臺中市大屯社區大學,實用國際標準舞、社交舞（基礎班）,林添旺
108年第1期,臺中市,臺中市大屯社區大學,健康太極(陳氏太極扇),林楓蘭、劉健康
108年第1期,臺中市,臺中市大屯社區大學,國際流行舞蹈進階班,廖素真
108年第1期,臺中市,臺中市大屯社區大學,篆刻初級 ,林滄池
108年第1期,臺中市,臺中市大屯社區大學,生活輕手作（多媒材創作）,林家琳(瑞敏)
108年第1期,臺中市,臺中市大屯社區大學,芳香藥草與天然精油手工皂製作,魯志貞
108年第1期,臺中市,臺中市大屯社區大學,黏土藝術DIY(進階),陳芋玲
108年第1期,臺中市,臺中市大屯社區大學,與眾不同的你(服裝製作與修改)基礎班,高秀鳳
108年第1期,臺中市,臺中市大屯社區大學,沖煮咖啡高手基礎,林月芬
108年第1期,臺中市,臺中市大屯社區大學,啡嘗有趣,賴東科
108年第1期,臺中市,臺中市大屯社區大學,經絡的居家保健,黃秀滿
108年第1期,臺中市,臺中市大屯社區大學,水墨山水創作,羅仁志
108年第1期,臺中市,臺中市大屯社區大學,人文生態解說員培訓2,謝賢坤
108年第1期,臺中市,臺中市大屯社區大學,霧峰北坑溪步道蝴蝶生態環境建置與維護 ,陳寶樹、劉中慧
108年第1期,臺中市,臺中市大屯社區大學,尋找台灣傳統歌仔戲的生命力-歌仔戲之美(進階班) 5折,李靜兒
108年第1期,臺中市,臺中市大屯社區大學,竹編工藝,魏靜怡
108年第1期,臺中市,臺中市大屯社區大學,日語會話基礎2,林美娟
108年第1期,臺中市,臺中市大屯社區大學,海外旅遊英語會話初級班,張嘉峰
108年第1期,臺中市,臺中市大屯社區大學,日文開口說-高階Ⅲ,吳維臻
108年第1期,臺中市,臺中市大屯社區大學,有機農業實作與利用,王如玉
108年第1期,臺中市,臺中市大屯社區大學,股市輕鬆學 ,朱國仁
108年第1期,臺中市,臺中市大屯社區大學,電腦與手機應用進階班 ,謝序昌
108年第1期,臺中市,臺中市大屯社區大學,股票投資實務,張真卿、程振華、何宗航
108年第1期,臺中市,臺中市大屯社區大學,流行MV舞,王筧豪
108年第1期,臺中市,臺中市大屯社區大學,羽球人生(A),林子堯
108年第1期,臺中市,臺中市大屯社區大學,太極武術與養生,曾桂國
108年第1期,臺中市,臺中市大屯社區大學,世界各國綜合舞蹈雙人舞,程本琛
108年第1期,臺中市,臺中市大屯社區大學,字在生活書藝創作(書法)班,黃振林
108年第1期,臺中市,臺中市大屯社區大學,輕鬆動出好身材,鄧桂複
108年第1期,臺中市,臺中市大屯社區大學,養生氣功 靜坐 精油芳療紓壓,林?如
108年第1期,臺中市,臺中市大屯社區大學,十四經絡養生基礎班,張泰萬
108年第1期,臺中市,臺中市大屯社區大學,泡泡龍氣球造型藝術班,程重嘉師資群
108年第1期,臺中市,臺中市大屯社區大學,植物輕手繪,林家琳(瑞敏)
108年第1期,臺中市,臺中市大屯社區大學,黏土藝術DIY(基礎),陳芋玲
108年第1期,臺中市,臺中市大屯社區大學,與眾不同的你(服裝製作與修改)進階班,高秀鳳
108年第1期,臺中市,臺中市大屯社區大學,時尚彩粧&居家保養(基礎),林月芬
108年第1期,臺中市,臺中市大屯社區大學,創意禪繞畫 初階,曾惠貞
108年第1期,臺中市,臺中市大屯社區大學,蔬果花藝,陳建廷、陳依蘋
108年第1期,臺中市,臺中市大屯社區大學,游藝生活陶,林志龍
108年第1期,臺中市,臺中市大屯社區大學,經典單根美睫教學,潘?琚
108年第1期,臺中市,臺中市大屯社區大學,水彩速寫創作,陳泠
108年第1期,臺中市,臺中市大屯社區大學,經穴鬆筋紓壓技能,梁燕鳳
108年第1期,臺中市,臺中市大屯社區大學,精品咖啡烘焙實作初階,黃昱豪
108年第1期,臺中市,臺中市大屯社區大學,熱島遊俠-台中停看聽 ,張豐年師資群
108年第1期,臺中市,臺中市大屯社區大學,大自然觀察班 ,陳在
108年第1期,臺中市,臺中市大屯社區大學,認識九九峰山區蝴蝶資源,陳寶樹、劉中慧
108年第1期,臺中市,臺中市大屯社區大學,用手機拍新聞 ,陳治安
108年第1期,臺中市,臺中市大屯社區大學,邁向永續生活,楊欣怡
108年第1期,臺中市,臺中市大屯社區大學,屯區趣味編織 ,王訓鋒
108年第1期,臺中市,臺中市大屯社區大學,日語基礎會話4,林美娟
108年第1期,臺中市,臺中市大屯社區大學,日文開口說-中階Ⅰ,吳維臻
108年第1期,臺中市,臺中市大屯社區大學,股市輕鬆學,朱國仁
108年第1期,臺中市,臺中市大屯社區大學,股票投資,鄭廳宜、王宏智
108年第1期,臺中市,臺中市大屯社區大學,中草藥與生活養生(中草藥概論),黃鐘頤
108年第1期,臺中市,臺中市大屯社區大學,友善農業與離地栽培技術應用,翁詩彬
108年第1期,臺中市,臺中市大屯社區大學,日本自助旅遊快樂行 ,錢季麟
108年第1期,臺中市,臺中市大屯社區大學,蠟筆也能玩出世界名畫,楊屏玉
108年第1期,臺中市,臺中市大屯社區大學,初級英語生活會話,張文威
108年第1期,臺中市,臺中市大屯社區大學,國際流行舞蹈基礎班,廖素真
108年第1期,臺中市,臺中市大屯社區大學,十四經絡養生進階班,張泰萬
108年第1期,臺中市,臺中市大屯社區大學,日語演歌教唱【高階班】,劉俊滿
108年第1期,臺中市,臺中市大屯社區大學,歌唱技巧初階班,陳雅惠
108年第1期,臺中市,臺中市大屯社區大學,刷弦動指(烏克麗麗&拇指琴),黃惠琴
108年第1期,臺中市,臺中市大屯社區大學,愛上烏克麗麗彈唱,黃惠琴
108年第1期,臺中市,臺中市大屯社區大學,基礎油畫,楊麗娜
108年第1期,臺中市,臺中市大屯社區大學,詠春拳-基礎班,王威凱
108年第1期,臺中市,臺中市大屯社區大學,CNN英語新聞朗讀,洪璽諾
108年第1期,臺中市,臺中市大屯社區大學,生活創意押花班,林家琳(瑞敏)
108年第1期,臺中市,臺中市大屯社區大學,花嫁新娘彩粧&整體造型設計(基礎),林月芬
108年第1期,臺中市,臺中市大屯社區大學,發酵與養生,陳勤興
108年第1期,臺中市,臺中市大屯社區大學,榆玥紓壓瑜珈,顏月玲
108年第1期,臺中市,臺中市大屯社區大學,二胡基礎,林郁婷
108年第1期,臺中市,臺中市大屯社區大學,歡樂吹打樂（初階）,林郁珊
108年第1期,臺中市,臺中市大屯社區大學,天然手作DIY,吳虹
108年第1期,臺中市,臺中市大屯社區大學,當黏土碰到神明公仔,王素慧
108年第1期,臺中市,臺中市大屯社區大學,從電影談犯罪與犯罪心理 ,張居自
108年第1期,臺中市,臺中市大屯社區大學,市民外交-花博與接待英語研習 ,洪璽諾
108年第1期,臺中市,臺中市大屯社區大學,漢隸美學書法,倪一正
108年第1期,臺中市,臺中市大屯社區大學,湖日-大展南管劇樂,王怜瓔
108年第1期,臺中市,臺中市大屯社區大學,瓷器彩繪釉下彩,廖紅姿
108年第1期,臺中市,臺中市大屯社區大學,日語會話基礎1,林美娟
108年第1期,臺中市,臺中市大屯社區大學,中草藥與生活養生(中草藥概論),黃鐘頤
108年第1期,臺中市,臺中市大屯社區大學,輕輕鬆鬆學日語-初級6,林淑惠
108年第1期,臺中市,臺中市大屯社區大學,日語初級2,柯懿君
108年第1期,臺中市,臺中市大屯社區大學,初級日語會話,陳辛卯
108年第1期,臺中市,臺中市大屯社區大學,逛街學法語(零起點也能輕鬆學),黃祐萱
108年第1期,臺中市,臺中市大屯社區大學,生活日語會話「初級」五十音入門,郭泰元
108年第1期,臺中市,臺中市大屯社區大學,實用國際標準舞、社交舞（實用班）,林添旺
108年第1期,臺中市,臺中市大屯社區大學,羽球人生(B),林子堯
108年第1期,臺中市,臺中市大屯社區大學,太極武術與養生,曾桂國
108年第1期,臺中市,臺中市大屯社區大學,日語演歌教唱【進階班】,劉俊滿
108年第1期,臺中市,臺中市大屯社區大學,快樂學口琴基礎,林素鈴
108年第1期,臺中市,臺中市大屯社區大學,十二經脈刮痧養生保健,高銘聰
108年第1期,臺中市,臺中市大屯社區大學,曲線雕塑肚皮舞班,陳佳妏
108年第1期,臺中市,臺中市大屯社區大學,二胡基礎,劉雅婷
108年第1期,臺中市,臺中市大屯社區大學,生活花藝,林家琳(瑞敏)
108年第1期,臺中市,臺中市大屯社區大學,炭筆與粉彩畫,楊麗娜
108年第1期,臺中市,臺中市大屯社區大學,二胡進階,林郁婷
108年第1期,臺中市,臺中市大屯社區大學,哈達瑜珈,戴寬華
108年第1期,臺中市,臺中市大屯社區大學,提琴與長直笛薩克斯風基礎樂團,黃中榮
108年第1期,臺中市,臺中市大屯社區大學,東洋花藝,林月珍
108年第1期,臺中市,臺中市大屯社區大學,半音階口琴及口琴合奏,鄭詠慧
108年第1期,臺中市,臺中市大屯社區大學,拼布有約,胡愛玉
108年第1期,臺中市,臺中市大屯社區大學,台中風華-文化、古蹟導覽,謝文賢
108年第1期,臺中市,臺中市大屯社區大學,海外英文生活體驗班,蔡廷陽
108年第1期,臺中市,臺中市大屯社區大學,非農藥農業栽培與利用,王如玉
108年第1期,臺中市,臺中市大屯社區大學,泰語會話識字初級二,洪傑儒
108年第1期,臺中市,臺中市大屯社區大學,泰語會話識字初級四,洪傑儒
108年第1期,臺中市,臺中市大屯社區大學,當DoReMi遇到ABC-英語歌大聲唱,洪璽諾
108年第1期,臺中市,臺中市大屯社區大學,日語初級3,柯懿君
108年第1期,臺中市,臺中市大屯社區大學,家的軌跡-必備家庭法律知識,李瑞仁
108年第1期,臺中市,臺中市大屯社區大學,領隊導遊實務班,劉文森
108年第1期,臺中市,臺中市大屯社區大學,健康久久（綜合氣功）,林楓蘭、劉健康
108年第1期,臺中市,臺中市大屯社區大學,世界各國綜合舞蹈單人舞,程本琛
108年第1期,臺中市,臺中市大屯社區大學,飛越拉拉二胡,黃惠琴
108年第1期,臺中市,臺中市大屯社區大學,國樂-古箏.二胡.笛子.琵琶.葫蘆絲,黃惠琴
108年第1期,臺中市,臺中市大屯社區大學,耳穴美容瘦身抗衰老,高銘聰
108年第1期,臺中市,臺中市大屯社區大學,國際標準舞、社交舞基礎,張世孟
108年第1期,臺中市,臺中市大屯社區大學,生活花藝,林家琳(瑞敏)
108年第1期,臺中市,臺中市大屯社區大學,健身瑜珈,黃琬婷
108年第1期,臺中市,臺中市大屯社區大學,榆玥紓壓瑜珈,顏月玲
108年第1期,臺中市,臺中市大屯社區大學,電子琴.鋼琴技巧訓練-初級,黃中榮
108年第1期,臺中市,臺中市大屯社區大學,輕鬆學國畫 山水花鳥基礎,劉坤錦
108年第1期,臺中市,臺中市大屯社區大學,心植栽,蕭秀儀
108年第1期,臺中市,臺中市大屯社區大學,相機沒有那麼可怕,趙淑瑩
108年第1期,臺中市,臺中市大屯社區大學,打包帶編織,賴巧雲
108年第1期,臺中市,臺中市大屯社區大學,爵士Fun輕鬆 5折,林俊志
108年第1期,臺中市,臺中市大屯社區大學,湖日-大展南管劇樂 500元,王怜瓔
108年第1期,臺中市,臺中市大屯社區大學,日語N1實力養成班 ,林正宗
108年第1期,臺中市,臺中市大屯社區大學,初中級日語會話,林正宗
108年第1期,臺中市,臺中市大屯社區大學,大家一起來玩蠟筆畫（基礎）,楊屏玉
108年第1期,臺中市,臺中市大屯社區大學,越南語基礎入門,陳昭州
108年第1期,臺中市,臺中市大屯社區大學,二胡高級,劉雅婷
108年第1期,臺中市,臺中市大屯社區大學,二胡進階,劉雅婷
108年第1期,臺中市,臺中市大屯社區大學,卡拉OK歡唱教學,朱雲龍
108年第1期,臺中市,臺中市大屯社區大學,風格舞蹈班,江芬恩
108年第1期,臺中市,臺中市大屯社區大學,魅力塑身肚皮舞 (不開課),劉露西
108年第1期,臺中市,臺中市大屯社區大學,中華花藝-盤花,宋景星
108年第1期,臺中市,臺中市大屯社區大學,華佗五禽之戲養生功法,侯素芬
108年第1期,臺中市,臺中市大屯社區大學,活力養生－經絡/腳底反射區/指壓按摩,陳冠語
108年第1期,臺中市,臺中市大屯社區大學,流行街舞,王筧豪
108年第1期,臺中市,臺中市大屯社區大學,布料大改造 / 手作?,吳妘庭
108年第1期,臺中市,臺中市大屯社區大學,服裝修改及舊衣新穿,吳妘庭
108年第1期,臺中市,臺中市大屯社區大學,毛線編織,吳淑鳳
108年第1期,臺中市,臺中市大屯社區大學,婆婆媽媽輕鬆愉快學瑜伽,陳妤菲
108年第1期,臺中市,臺中市大屯社區大學,現代家庭必備生活水電DIY,潘河木
108年第1期,臺中市,臺中市大屯社區大學,婆婆媽媽輕鬆愉快學瑜伽,陳妤菲
108年第1期,臺中市,臺中市大屯社區大學,大屯社大樂齡合唱,蔡秀珠
108年第1期,臺中市,臺中市大屯社區大學,養生氣功 靜坐 精油芳療紓壓,林?如
108年第1期,臺中市,臺中市大屯社區大學,蝶古巴特紙藝拼貼 (地點暫定),馬怡慧
108年第1期,臺中市,臺中市大屯社區大學,37式太極拳,蔡月秋
108年第1期,臺中市,臺中市大屯社區大學,陳氏太極拳老架一路,蔡月秋
108年第1期,臺中市,臺中市大屯社區大學,游泳（蛙式、自由式）<場地費1200元>,張清志
108年第1期,臺中市,臺中市大屯社區大學,愛羽球愛運動,林哲甫
108年第1期,臺中市,臺中市大屯社區大學,越說越好越南語言 免費,阮維芳
108年第1期,臺中市,臺中市大屯社區大學,英文歌曲練唱團,蔣祖棋
108年第1期,臺中市,臺中市大屯社區大學,英文老歌學唱團,蔣祖棋
108年第1期,臺中市,臺中市大屯社區大學,社交舞,鄭宗和
108年第1期,臺中市,臺中市大屯社區大學,鍵盤律動（進階）,林郁珊
108年第1期,臺中市,臺中市大屯社區大學,快樂新移民─好姐妹終身學習成長傳承 免費,阮維芳
108年第1期,臺中市,臺中市大屯社區大學,原住民舞蹈(傳統土風舞) 5折,江佩蓁
108年第1期,臺中市,臺中市大屯社區大學,「快樂新移民家庭」外籍配偶-終身學習與創業輔導 免費,江佩蓁
108年第1期,臺中市,臺中市大屯社區大學,中華花藝-碗花 ,宋景星
108年第1期,臺中市,臺中市大屯社區大學,四弦魅力烏克麗麗,金聖培
108年第1期,臺中市,臺中市大屯社區大學,身心靈健康瑜珈&呼吸法,張凱雯
108年第1期,臺中市,臺中市大屯社區大學,大自然生態深度探索班2 5折,王國雄
108年第1期,臺中市,臺中市大屯社區大學,大自然生態深度探索班1 5折,王國雄
108年第1期,臺中市,臺中市大屯社區大學,回味經典民歌吉他,金聖培
108年第1期,臺中市,臺中市大屯社區大學,美術玩創意,邱悅慈
